Title	Price	City	Location	Microlocation	Street	Type	Area	Rooms	Poster	Heating	Furnished	Floor	FloorTotal	PaymentType	Additional	Other	Description	PostingId	PostingDate
Dvoiposoban 60m², nov, namešten, LUX, Rakovica	700 €	Beograd	Opština Rakovica	Centar	Kraljice Jelene 18	stan	60 m2	2.5	Vlasnik	EG	namešteno	VPR	6	mesečno	['Odmah useljiv', 'Nije poslednji sprat', 'Nije stan u kući', 'Depozit', 'Za studente']	['Terasa', 'Klima', 'Lift', 'Topla voda', 'Internet', 'Interfon', 'Parking']	Izdaje se potpuno nov, dvoiposoban stan od 60m² u novoj zgradi. Stan je kompletno namešten i do sada niko nije živeo u njemu – budući zakupci biće prvi stanari. Stan se sastoji od velike dnevne sobe sa kuhinjom i trpezarijom, dve spavaće sobe, kupatila i prostrane terase. Sva bela tehnika je potpuno nova i u garanciji (ugradna kuhinja sa uređajima, frižider, mašina za sudove, šporet, mikrotalasna, mašina za pranje i sušenje veša itd.), što budućim stanarima pruža dodatnu sigurnost, komfor i bezbrižnost. Stan se nalazi na odličnoj lokaciji, idealnoj za porodice sa decom ili parove. U neposrednoj blizini su: - Osnovna škola Nikola Tesla (oko 150m) - Dečiji dom zdravlja (20m) - Dom zdravlja za odrasle (50m) - Vrtić (70m) Zgrada poseduje privatni parking sa rampom, uz mogućnost dogovora oko parking mesta. Odlična povezanost sa gradom – u blizini su linije gradskog prevoza 37, 42, 50, 59, 501, 502 i 504. Na nekoliko minuta nalazi se Železnička stanica Rakovica, odakle saobraća BG Voz (linija Ripanj–Ovča), kojom se do centra grada stiže za oko 12 minuta. Stan je svetao, funkcionalnog rasporeda i odmah useljiv.	5425646776204	03.03.2026. u 18:42
Odlican stan u najlepsem naselju na Ledinama	500 €	Beograd	Opština Surčin	Ledine	Višegradska	stan	42 m2	2.0	Vlasnik	EG	namešteno	2	2	mesečno	['Odmah useljiv', 'Nije poslednji sprat', 'Depozit', 'Za nepušače', 'Za studente']	['Terasa', 'Klima', 'Topla voda', 'Telefon', 'KATV', 'Internet', 'Interfon', 'Video nadzor', 'Parking']	Odlican stan u najboljem naselju na Ledinama. Wifi internet i kablovska su ukljuceni u cenu od 550€ . Infostan je oko 1000 dinara mesecno  Useljiv i spreman . Racuni za struju su niski jer je odradjena kvalitetna termicka izolacija od 15 cm grafitni stiropor plus blok debljine 25 cm. Kompletno opremljen. Nova Tus Kabina. Nova masina za pranje i susenje vesa. Sveze okrecen. Vrlo lepo osmišljen enterijer i funkcionalnost stana. Plakara ima dosta za odecu i obucu. Inverter klima i radijatorsko grejanje. Parking jedan dostupan. Blizina prodavnica restorana i kafića. Samo poziv ,na poruke ne odgovaram. Vlasnik licno . Bez agencijske provizije.	5425646800856	03.03.2026. u 18:42
140m² - funkcionalan prostor sa merom dizajna	2.700 €	Beograd	Opština Vračar	Kalenić pijaca		stan	140 m2	4.0	Agencija	CG	namešteno	2	5	mesečno	['Odmah useljiv', 'Nije poslednji sprat', 'Nije stan u kući', 'Depozit', 'Dozvoljeni kućni ljubimci']	['Terasa', 'Klima', 'Lift', 'Internet', 'Video nadzor', 'Garaža', 'Parking']	Vračar, 140m² - funkcionalan prostor sa merom dizajna U mirnoj zoni Vračara, izdaje se troiposoban stan u novoj, kvalitetnoj zgradi sa liftom i garažnim mestom. Dnevna zona je otvorena i svetla, povezuje boravak, trpezariju i savremeno opremljenu kuhinju. Tri spavaće sobe nude fleksibilnost: glavna, sekundarna i treća pogodna kao radna ili dečija soba. Materijali su pažljivo birani. Nameštaj je nov, neutralan, sa akcentima u toplom drvetu. Rasveta je rešena promišljeno l, bez viškova, ali s atmosferom. Kupatilo i dodatni toalet su praktični i funkcionalni, sa dovoljno mesta za skladištenje u celom stanu. Stan je u celini miran, dobro izbalansiran, i spreman za useljenje. BEBA Real Estate Premium listings. Private options available on request. Marko Petrović - Broker #2601 ──────────	5425646843551	03.03.2026. u 18:39
Izdajem nov lux stan 30m² + terasa + bašta 20m²	450 €	Beograd	Opština Novi Beograd	Ledine	Vojvodjanska 532 Ledine	stan	30 m2	1.0	Vlasnik	Toplotne pumpe	namešteno	VPR	2	mesečno	['Odmah useljiv', 'Depozit']	['Terasa', 'Klima', 'KATV', 'Internet', 'Interfon', 'Parking', 'Sa baštom']	Izdajem nov lux stan 30m² + terasa + bašta 20m² + parking – Ledine (Vojvođanska 532R). Stan je novogradnja, nikad useljavan, kompletno opremljen, odlična izolacija – vrlo male režije	5425646634757	03.03.2026. u 18:29
Komforan 2.0 u Bloku 21 ID#13351	750 €	Beograd	Opština Novi Beograd	Blok 21	Bulevar Zorana Đinđića	stan	55 m2	2.0	Agencija	CG	namešteno	6	10	mesečno	['Odmah useljiv', 'Nije poslednji sprat', 'Depozit']	['Terasa', 'Klima', 'Lift', 'Podrum', 'Interfon', 'Video nadzor']	Izdaje se komforan i funkcionalan dvosoban stan na atraktivnoj lokaciji u Bloku 21, Novi Beograd. Stan se nalazi na šestom spratu uredne stambene zgrade sa liftom. Struktura stana: centralni hodnik iz kojeg se ulazi u sve prostorije spavaća soba sa izlaskom na terasu dnevna soba sa izlaskom na terasu kuhinja sa trpezarijom kupatilo ostava komforna terasa sa otvorenim pogledom Stan je svetao, prozračan i veoma prijatan za boravak. Lokacija je izuzetna – u neposrednoj blizini se nalaze prodavnice, škole, vrtići, poslovni i tržni centri, restorani, kao i odlične saobraćajne veze sa svim delovima grada. Idealno za zaposlene osobe, par ili manju porodicu. Centralno grejanje Kućni ljubimci nisu dozvoljeni Agencijska provizija 50% vrednosti jedne mesečne zakupnine Agent: Marko Vukašinović br. licence:5413 “Art nekretnine“ d.o.o. Beograd. Reg. br.339 011/26-20-734 MV07 .	5425646530005	03.03.2026. u 18:26
Renoviran, namešten stan, Nbgd ID#14250	700 €	Beograd	Opština Novi Beograd	Blok 22	Antifašističke borbe	stan	41 m2	1.5	Agencija	CG	namešteno	1	6	mesečno	['Nije poslednji sprat']		"Na dobroj lokaciji, u urednoj zgradi sa dva lifta, nalazi se ova renovorana, nameštena nepokretnost. Dnevni boravak je otvorenog plana sa trpezarijom i kuhinjom u produžetku, izdvojena spavaća/radna soba, kupatilo. Pogodan je za stanovenje i/ili poslovni prostor. Depozit obavezan. Izdaje se na duži period. Agencijska provizija 50% od prve mesečne zakupnine Agent Marina Stefanović broj licence: 4018 ""Art nekretnine"" d.o.o. Beograd. Reg. br. 339 011/2620-734 MS03 ."	5425646839145	03.03.2026. u 18:25
Izdajem stan	270 €	Beograd	Opština Zemun	Altina	Božidarčeva	stan	45 m2	1.0	Vlasnik	EG	namešteno	PR			['Odmah useljiv', 'Depozit']	['Klima', 'Internet']	Za vise informacija pozvati 0603162218	5425646844492	03.03.2026. u 18:24
Central Garden-Lux 3.0 stan sa garažom	1.700 €	Beograd	Opština Palilula	Tašmajdan	Dalmatinska	stan	80 m2	3.0	Agencija	CG	namešteno	1	6	mesečno	['Odmah useljiv']	['Terasa', 'Lođa', 'Klima', 'Lift', 'Internet', 'Garaža']	Izdaje se komforan i svetao stan od 80m2 na 1. spratu u kompleksu Central Garden. Struktura 3.0: dnevni boravak sa trpezarijom i kuhinjom, dve spavaće sobe, dva kupatila i terasa. Luksuzno opremljen, potpuno namešten, bez dodatnih ulaganja. Garažno mesto uključeno u cenu. Idealan za porodičan život ili poslovne ljude koji žele komfor i kvalitet na vrhunskoj lokaciji. Ag. provizija 50%. - 8830	5425646844289	03.03.2026. u 18:17
Dvosoban stan pored Crvenog Krsta	480 €	Beograd	Opština Vračar	Crveni krst	Sazonova	stan	33 m2	2.0	Vlasnik	Mermerni radijatori	namešteno	PR	2	mesečno	['Nije poslednji sprat', 'Nije stan u kući', 'Depozit', 'Za studente']	['Klima', 'Telefon', 'Internet']	Luksuzan stan u mirnom delu Beograda Lokacija: Stan se nalazi u mirnom i atraktivnom delu Beograda, u blizini Hrama Svetog Save. U okolini su pijaca, marketi, apoteke, park i veliki broj restorana, idealno za svakodnevne potrebe i uživanje. Opis stana: Renoviran i opremljen: Kompletno renoviran i opremljen svim potrebnim elementima za udoban život. Dnevni boravak: Open space koncept sa moderno opremljenom kuhinjom. Spavaća soba: Prostrana sa bračnim krevetom. Kupatilo: Savremeno opremljeno sa tuš-kabinom. Nije agencija – nema provizije niti dodatnih troškova.	5425645176818	03.03.2026. u 17:43
Vračar, Resavska, renoviran stan u centru ID#12895	650 €	Beograd	Opština Vračar	Centar	Resavska	stan	72 m2	2.0	Agencija	TA	namešteno	1	3	mesečno	['Odmah useljiv', 'Nije poslednji sprat', 'Depozit', 'Dozvoljeni kućni ljubimci']	['Klima', 'Parking']	"Tašmajdan / Resavska – prestižna lokacija Na ekskluzivnoj lokaciji, na uglu Resavske ulice i Bulevara Kralja Aleksandra, preko puta crkve Svetog Marka i parka Tašmajdan, izdaje se potpuno renoviran dvosoban salonac površine 67m². Osnovne informacije: 1. sprat (od 3.) Orijentisan ka mirnom dvorištu – bez gradske buke TA grejanje (plaćanje po utrošku) Visoki plafoni, odlična dispozicija prostorija Svetao, prozračan i funkcionalan Parking: Postoji mogućnost parkinga u zajedničkom dvorištu. Ulaz kroz kapiju sa daljinskim otvaranjem Dodatne pogodnosti: Po dogovoru je moguće obezbediti dodatnu opremu, kao što su: mašina za sušenje veša, dodatni TV, i druge prateće stvari prema potrebi zakupca. Agencijska provizija 50% vrednosti jedne mesečne zakupnine Agent: Slađana Stajković br. licence:5567 ""Art nekretnine"" d.o.o. Beograd Reg. br.339 011/26-20-734 SS08 ."	5425646322168	03.03.2026. u 17:28
Luksuzan četvorosoban stan sa parkingom – Elixir G	1.800 €	Beograd	Opština Novi Beograd	Blok 65	Bulevar heroja sa Košara	stan	99,40 m2	4.0	Agencija	EG	namešteno	8	9	mesečno	['Odmah useljiv', 'Nije poslednji sprat', 'Depozit']	['Terasa', 'Klima', 'Lift', 'Internet', 'Interfon', 'Garaža']	Izdaje se moderan, funkcionalan i prostran stan u jednom od najprestižnijih kondominijuma na Novom Beogradu – Elixir Garden (Blok 65). Stan je idealan za porodice ili poslovne ljude koji traže komfor, sigurnost i vrhunski kvalitet života. Osnovne karakteristike: Struktura: Četvorosoban stan sa odličnim rasporedom prostorija. Spavaći blok: 3 prostrane spavaće sobe koje pružaju maksimalnu privatnost. Dnevna zona: Open-concept dnevni boravak povezan sa trpezarijom i modernom kuhinjom. Dodatne prostorije: Ostava unutar stana, 2 kupatila. Terasa: Komforna terasa . Parking: Privatno parking mesto uračunato u cenu zakupa. Agencijska provizija 50% vrednosti jedne mesečne zakupnine Agent: Marko Vukašinović br. licence:5413 Art nekretnine d.o.o. Beograd. Reg. br.339 011/26-20-734 MV07 .	5425646837383	03.03.2026. u 17:28
ZepTerra, lux, novogradnja, garaža, ID 20143	1.100 €	Beograd	Opština Novi Beograd	Blok 65	Tadije Sondermajera	stan	60 m2	2.0	Agencija	CG	namešteno	6	9	mesečno	['Odmah useljiv', 'Nije poslednji sprat', 'Nije stan u kući', 'Depozit']	['Terasa', 'Klima', 'Lift', 'Telefon', 'KATV', 'Internet', 'Interfon', 'Video nadzor', 'Garaža', 'Parking']	Luksuzan novi stambeno-poslovni objekat u bloku 65 - ZepTerra, okružen luksuznim objektima: Wellport, West 65, The one. Ovaj objekat ima idelanu poziciju, a karakteriše ga visok nivo kvalitetan kako materijala, tako i završne obrade - alu/drvo stolarija, višeslojni parket renomiranog proizvođača u prirodnoj boji hrasta, kvalitetna keramika renoviranog inostranog proizvođača. Zgrada poseduje smart home sistem, a grejanje je daljinko - zgrada je priključena na toplanu uz mogućnost kotrole utroška energije. Zgrada poseduje unutrašnje dvorište u vidu dva prelepo uređena parka sa igralištem za decu, visok niso obezbeđenja. U ponudi je luksuzan dvosoban stan, komforan, svetao zahvaljujući velikim staklenim površinama, kompletno opremljen, poseduje odvojenu spavaću sobu, garažno mesto uračunato je u cenu. Agencijska provizija za zakupca se plaća u iznosu od 50% + PDV dogovorene jednomesečne zakupnine za period zakupa u trajanju do 12 meseci	5425643007949	03.03.2026. u 16:55
BW Sensa, lux, novogradnja, garaža, ID 25174	1.700 €	Beograd	Opština Savski venac	Beograd na vodi	Luke Ćelovića Trebinjca	stan	84 m2	3.0	Agencija	CG	namešteno	4	8	mesečno	['Odmah useljiv', 'Nije poslednji sprat', 'Nije stan u kući', 'Depozit']	['Terasa', 'Klima', 'Lift', 'Telefon', 'KATV', 'Internet', 'Interfon', 'Video nadzor', 'Garaža', 'Parking']	Jako lepo sređen, luksuzan stan, potpuno opremljen, poseduje prostran dnevni boravak zajedno sa trpezarijom i kuhinjom, dve spavaće sobe od kojih je jedna soba master sa sopstvenim kupatilom, dodatno kupatilo i terasu, cg je po utrošku. Garažno mesto je uračunato u cenu. Veoma lepa i kvalitetna zgrada u okviru projekta Beograd na vodi - Sensa, koja se nalazi u neposrednoj blizini Savskog parka. Pozicija zgrade unutar projekta je odlična i omogućava laku i brzu povezanost sa ostatatkom grada, a nalazi se između zgrada Echo i Eterna. Zgrada ima unutrašnji lobi sa recepcijom, podzemnu garažu i skladišne prostorije. Velika prednost je veliko uređeno zajedničko dvorište sa igralištem za decu, ali i prostorom za odmor, koje se nalaziti između dva krila zgrade, s obzriom da je zgrada u obliku ćiriličnog slova P. Agencijska provizija za zakupca se plaća u iznosu od 50% + PDV dogovorene jednomesečne zakupnine za period zakupa u trajanju do 12 meseci	5425646530473	03.03.2026. u 16:53
K-District, 8. sprat, panoramski pogled, 123m²	4.500 €	Beograd	Opština Stari grad	Dorćol	Dunavska 2A	stan	123 m2	2.0	Vlasnik		namešteno	8	9	mesečno	['Odmah useljiv', 'Nije poslednji sprat', 'Nije stan u kući', 'Depozit', 'Za nepušače']	['Terasa', 'Klima', 'Lift', 'Topla voda', 'KATV', 'Internet', 'Interfon', 'Garaža', 'Parking']	Dizajnerski opremljen stan od 123 m2 na 8. spratu K-District kompleksa — najekskluzivnijeg novog stambenog objekta u Starom Gradu (Donji Dorcol).  POGLED: Neometan panoramski pogled na usce Save i Dunava — mesto gde se dve reke spajaju i voda tece u razlicitim bojama stotinama metara. Kalemegdanska tvrdjava na 3 minuta hoda.  RASPORED: - Otvoreni dnevni boravak sa panoramskim prozorima od poda do plafona i trpezarijom - Dizajnerska kuhinja sa sank stolom i ugradnim aparatima - Glavna spavaca soba: platformski krevet, staklena garderobna, TV, plafonski ventilator, originalni street art zid - Glavno kupatilo: slobodnostojeca dizajnerska kada, walk-in tus, stakleni zid prema spavacoj sobi, LED ambijentalno osvetljenje - Druga spavaca soba: bracni krevet, ugradjeni plakar, prozori od poda do plafona - Drugo kupatilo: walk-in tus, grejana susilica za peskire - Prostrani hodnik sa garderobnim ormarima i ambijentalnim podnim osvetljenjem - Terasa oko celog stana sa namestajem za sedenje — pogled na reke  OPREMA: Haro nemacki hrastov parket, Villeroy & Boch i Hansgrohe sanitarija, Daikin klima u svim prostorijama, smart home panel, sinsko i ugradjeno osvetljenje, betonski dekorativni plafoni.  ZGRADA: K-District (investicija 200M EUR, Pinnacle B.V. i Aleksandar Group). Obezbedjenje 24/7, video nadzor, portir, 2 lifta, garazno mesto u podzemnoj garazi UKLJUCENO. Restorani, kafici, DOTS galerija, obdaniste u prizemlju.  LOKACIJA: 300m Kalemegdan, 500m Beton Hala, 1km Knez Mihailova. Univerexport, teretane, kafici u neposrednoj blizini. Tramvaj 350m (linije 2, 5, 10).  4.500 EUR/mes + rezije (~300 EUR). Depozit 2 meseca. Min. period 18 meseci. Useljiv odmah. Zabranjeno pusenje. Kucni ljubimci po dogovoru. Cena nije na dogovor.	5425646843983	03.03.2026. u 16:39
Izdajem garsonjeru	220 €	Beograd	Opština Zvezdara	Mali Mokri Lug	Smederevski put	stan	28 m2	1.0	Vlasnik	CG	namešteno	PR	1	mesečno	['Odmah useljiv', 'Nije poslednji sprat', 'Nije stan u kući', 'Depozit', 'Za pušače', 'Za studente']	['Terasa', 'Klima', 'Podrum', 'Telefon', 'Video nadzor', 'Parking']	Izdajem potpuno opremljen stan. Stan se nalazi 100 m ispod marketa Sunce, i ima svoje parking mesto.	5425646843424	03.03.2026. u 16:39
Strogi centar, Cara Lazara, pešačka zona	500 €	Beograd	Opština Stari grad	Centar	Cara Lazara	stan	30 m2	1.0	Vlasnik	Mermerni radijatori	namešteno	VPR	6	mesečno	['Odmah useljiv', 'Nije poslednji sprat', 'Depozit', 'Za pušače', 'Za nepušače', 'Za studente', 'Dozvoljeni kućni ljubimci']	['Klima', 'Telefon', 'KATV', 'Internet', 'Interfon', 'Video nadzor']	Jednosoban stan od 30,00m2 u strogom centru grada, u pešačkoj zoni. Stan ima svoje dvorište. Kompletno je opremljen, sa odvojenim spavaćim delom.  Niski mesečni troškovi.  Depozit u visini jedne kirije. Vlasnik +381 64 1327 813	5425645080624	03.03.2026. u 16:28
Extra Lux stan kod Hrama Svetog Save	700 €	Beograd	Opština Vračar	Hram svetog Save	Patrijarha Varnave	stan	41 m2	2.0	Agencija	Toplotne pumpe	namešteno	4	4	mesečno	['Odmah useljiv', 'Nije stan u kući', 'Depozit']	['Terasa', 'Klima', 'Telefon', 'KATV', 'Internet', 'Interfon']	Extra lux dvosoban stan kod Hrama Svetog Save , u ulici Patrijarha Varnave nalazi se na cetvrtom spratu. Blizina Hrama , skole, obdanista, vrtica , marketa , fakulteta ( stomatoloski , Medicina , pravni ) , parka , prevoza. Stan je po strukturi dvosoban i sastoji se od : predsoblja, kuhinje, dnevne sobe, terase , spavace sobe , kupatila sa prirodnom ventilacijom. Stan je u potpunosti opremljen sa svim stvarima i uredjajima , u izuzetnom stanju.  ZGRADA NE POSEDUJE LIFT. Mogucnost zakupa na duzi vremenski period. Useljivo od 01.02.2026. godine. Agencijska provizija iznosi 50% od prve mesecne zakupnine. Obavezan depozit.	5425645055965	03.03.2026. u 16:25
Palilula, novogradnja, LUX,75m2 ID#9643	750 €	Beograd	Opština Palilula	Karaburma	Mirijevski Bulevar	stan	75 m2	3.0	Agencija	EG	namešteno	1	3	mesečno	['Nije poslednji sprat']	['Klima', 'Internet', 'Interfon', 'Video nadzor', 'Parking']	"U prilici smo da Vam ponudimo kompletno nov i potpuno namešten stan sa parking mestom, nikad useljavan, sa novim i nikada korišćenim premium nameštajem, kao i najkvalitetnijom potpuno novom i nikada korišćenom belom tehnikom. Stan je luksuzan u novogradnji od šest stanova na odličnoj lokaciji na Karaburmi u Mirijevskom bulevaru na 10 do15 minuta od centra. Sastoji se iz velikog, veoma svetlog, dnevnog boravka sa kuhinjsko trpezarijskim delom, dve spavaće sobe sa nikada korišćenim boks bračnim krevetima, kupatila i velike terase.Sve stvari i bela tehnika u stanu su novi,pod garancijom i nikad upotrebljavani. Mesečni troškovi niski,grejanje je etažno, ne plaća se preko Infostana, već po potrošnji.Internet je optički,zakupac sam bira paket i sklapa ugovor sa provajderom.Zgrada je pokrivena video nadzorom i fizičko tehničkim obezbedjenjem 24/7. Mikrolokacija izuzetna,blizina vrtića,osnovne škole i gimnazije,Univerexport-a i Maxi super market-a, benzinske pumpe, teretane,tržnog centra Karaburma,kao i svih drugih sadržaja potrebnih za svakodnevni život.Odlična povezanost javnim prevozom sa svim delovima grada.Autobusko stajalište linija 74,25P,63 ispred zgrade.Ispred zgrade obezbedjen parking za stanare zgrade.Kućni ljubimci dozvoljeni uz dupli depozit.Ugovor o zakupu na najmanje godinu dana. Agencijska provizija 50% vrednosti jedne mesečne zakupnine Agent: Miloš Graora br. licence 4996 ""Art nekretnine"" d.o.o. Beograd Reg. br.339 011/26-20-734 MG06 ."	5425645112293	03.03.2026. u 16:25
